artifact_id,scenario,lifecycle,artifact,path,status,owner,public_safe,table_title,evidence_class,confidence,source_or_validation
PUB-107,Case 05 — Airport restroom,Plan / Design,Requirements Traceability,scenarios/05-airport-restroom-humanoid-deployment/REQUIREMENTS_TRACEABILITY.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-108,Case 05 — Airport restroom,Govern / Reference,Research and Assumptions — Airport Restroom Humanoid Pilot,scenarios/05-airport-restroom-humanoid-deployment/RESEARCH_AND_ASSUMPTIONS.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-109,Case 05 — Airport restroom,Assure / Validate,"Safety, Quality, and Acceptance Plan",scenarios/05-airport-restroom-humanoid-deployment/SAFETY_QUALITY_AND_ACCEPTANCE_PLAN.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-110,Case 05 — Airport restroom,Govern / Reference,Seller / Integrator Project Manager Plan,scenarios/05-airport-restroom-humanoid-deployment/SELLER_INTEGRATOR_PROJECT_PLAN.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-111,Case 05 — Airport restroom,Initiate / Discover,Statement of Work — Seller and System Integrator,scenarios/05-airport-restroom-humanoid-deployment/STATEMENT_OF_WORK.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-112,Case 05 — Airport restroom,Execute / Deploy,"Training, Change, and Workforce Plan",scenarios/05-airport-restroom-humanoid-deployment/TRAINING_CHANGE_AND_WORKFORCE_PLAN.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-113,Case 05 — Airport restroom,Execute / Deploy,Weekly Status Report — Week 28 / Final,scenarios/05-airport-restroom-humanoid-deployment/WEEKLY_STATUS_REPORT.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-114,Enterprise hardware refresh — Hybrid,Govern / Reference,Hardware Hybrid Playbook Artifact Index,enterprise-programs/02-hardware-refresh/hybrid/ARTIFACT_INDEX.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-115,Enterprise hardware refresh — Hybrid,Execute / Deploy,Hardware Hybrid Executive Status — Illustrative Checkpoint,enterprise-programs/02-hardware-refresh/hybrid/EXECUTIVE_STATUS.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-116,Enterprise hardware refresh — Hybrid,Govern / Reference,Hybrid Metrics,enterprise-programs/02-hardware-refresh/hybrid/HYBRID_METRICS.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-117,Enterprise hardware refresh — Hybrid,Govern / Reference,Hardware Hybrid Integrated Governance and Decision Matrix,enterprise-programs/02-hardware-refresh/hybrid/INTEGRATED_GOVERNANCE.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-118,Enterprise hardware refresh — Hybrid,Govern / Reference,Integrated Plan,enterprise-programs/02-hardware-refresh/hybrid/INTEGRATED_PLAN.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-119,Enterprise hardware refresh — Hybrid,Govern / Reference,Enterprise Hardware Refresh — Hybrid Playbook,enterprise-programs/02-hardware-refresh/hybrid/PLAYBOOK.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-120,Enterprise hardware refresh — Hybrid,Govern / Reference,Hardware Hybrid Rolling-Wave and Flow Plan,enterprise-programs/02-hardware-refresh/hybrid/ROLLING_WAVE_AND_FLOW_PLAN.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-121,Enterprise hardware refresh — Kanban,Govern / Reference,Hardware Kanban Playbook Artifact Index,enterprise-programs/02-hardware-refresh/kanban/ARTIFACT_INDEX.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-122,Enterprise hardware refresh — Kanban,Execute / Deploy,Hardware Kanban Executive Status — Illustrative Checkpoint,enterprise-programs/02-hardware-refresh/kanban/EXECUTIVE_STATUS.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-123,Enterprise hardware refresh — Kanban,Govern / Reference,Hardware Kanban Explicit Policies and Service-Level Expectations,enterprise-programs/02-hardware-refresh/kanban/EXPLICIT_POLICIES.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-124,Enterprise hardware refresh — Kanban,Govern / Reference,Flow Metrics,enterprise-programs/02-hardware-refresh/kanban/FLOW_METRICS.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-125,Enterprise hardware refresh — Kanban,Govern / Reference,Kanban Board,enterprise-programs/02-hardware-refresh/kanban/KANBAN_BOARD.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-126,Enterprise hardware refresh — Kanban,Govern / Reference,Enterprise Hardware Refresh — Kanban Playbook,enterprise-programs/02-hardware-refresh/kanban/PLAYBOOK.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-127,Enterprise hardware refresh — Kanban,Operate / Support,Hardware Kanban Service Delivery Review,enterprise-programs/02-hardware-refresh/kanban/SERVICE_DELIVERY_REVIEW.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-128,Enterprise hardware refresh — Predictive / Waterfall,Govern / Reference,Hardware Predictive Playbook Artifact Index,enterprise-programs/02-hardware-refresh/predictive/ARTIFACT_INDEX.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-129,Enterprise hardware refresh — Predictive / Waterfall,Govern / Reference,Earned Value,enterprise-programs/02-hardware-refresh/predictive/EARNED_VALUE.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-130,Enterprise hardware refresh — Predictive / Waterfall,Execute / Deploy,Hardware Predictive Executive Status — Illustrative Checkpoint,enterprise-programs/02-hardware-refresh/predictive/EXECUTIVE_STATUS.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-131,Enterprise hardware refresh — Predictive / Waterfall,Plan / Control,Integrated Master Schedule,enterprise-programs/02-hardware-refresh/predictive/INTEGRATED_MASTER_SCHEDULE.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-132,Enterprise hardware refresh — Predictive / Waterfall,Govern / Reference,Enterprise Hardware Refresh — Predictive / Waterfall Playbook,enterprise-programs/02-hardware-refresh/predictive/PLAYBOOK.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-133,Enterprise hardware refresh — Predictive / Waterfall,Govern / Reference,Hardware Predictive PMBOK 8 Alignment Matrix,enterprise-programs/02-hardware-refresh/predictive/PMBOK8_ALIGNMENT.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-134,Enterprise hardware refresh — Predictive / Waterfall,Assure / Validate,Hardware Predictive Quality Management Plan,enterprise-programs/02-hardware-refresh/predictive/QUALITY_MANAGEMENT_PLAN.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-135,Enterprise hardware refresh — Predictive / Waterfall,Govern / Reference,Hardware Predictive Stage Gates and Change Control,enterprise-programs/02-hardware-refresh/predictive/STAGE_GATES_AND_CHANGE_CONTROL.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-136,Enterprise hardware refresh — Predictive / Waterfall,Govern / Reference,Wbs,enterprise-programs/02-hardware-refresh/predictive/WBS.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-137,Enterprise hardware refresh — Scrum,Govern / Reference,Hardware Scrum Playbook Artifact Index,enterprise-programs/02-hardware-refresh/scrum/ARTIFACT_INDEX.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-138,Enterprise hardware refresh — Scrum,Govern / Reference,Hardware Scrum Definition of Done,enterprise-programs/02-hardware-refresh/scrum/DEFINITION_OF_DONE.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-139,Enterprise hardware refresh — Scrum,Execute / Deploy,Hardware Scrum Executive Status — Illustrative Checkpoint,enterprise-programs/02-hardware-refresh/scrum/EXECUTIVE_STATUS.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-140,Enterprise hardware refresh — Scrum,Govern / Reference,Enterprise Hardware Refresh — Scrum Playbook,enterprise-programs/02-hardware-refresh/scrum/PLAYBOOK.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-141,Enterprise hardware refresh — Scrum,Govern / Reference,Product Backlog,enterprise-programs/02-hardware-refresh/scrum/PRODUCT_BACKLOG.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-142,Enterprise hardware refresh — Scrum,Govern / Reference,Scrum Metrics,enterprise-programs/02-hardware-refresh/scrum/SCRUM_METRICS.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-143,Enterprise hardware refresh — Scrum,Govern / Reference,Sprint Plan,enterprise-programs/02-hardware-refresh/scrum/SPRINT_PLAN.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-144,Enterprise hardware refresh — Shared controls,Govern / Reference,Hardware Refresh Application and User-Data Readiness Plan,enterprise-programs/02-hardware-refresh/common/APPLICATION_AND_DATA_READINESS.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-145,Enterprise hardware refresh — Shared controls,Govern / Reference,Application Readiness,enterprise-programs/02-hardware-refresh/common/APPLICATION_READINESS.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-146,Enterprise hardware refresh — Shared controls,Close / Learn,"Hardware Refresh Asset Retirement, Reconciliation, and Closeout Plan",enterprise-programs/02-hardware-refresh/common/ASSET_RETIREMENT_AND_CLOSEOUT.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-147,Enterprise hardware refresh — Shared controls,Govern / Reference,"Hardware Refresh Assumptions, Evidence, and Experience Map",enterprise-programs/02-hardware-refresh/common/ASSUMPTIONS_AND_EXPERIENCE_MAP.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-148,Enterprise hardware refresh — Shared controls,Plan / Control,Budget,enterprise-programs/02-hardware-refresh/common/BUDGET.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-149,Enterprise hardware refresh — Shared controls,Execute / Deploy,"Hardware Refresh Communications, Training, and Support Plan",enterprise-programs/02-hardware-refresh/common/COMMUNICATIONS_TRAINING_AND_SUPPORT.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-150,Enterprise hardware refresh — Shared controls,Execute / Deploy,"Hardware Refresh Deployment, Hypercare, and Service Transition Plan",enterprise-programs/02-hardware-refresh/common/DEPLOYMENT_HYPERCARE_AND_SERVICE_TRANSITION.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-151,Enterprise hardware refresh — Shared controls,Execute / Deploy,Deployment Waves,enterprise-programs/02-hardware-refresh/common/DEPLOYMENT_WAVES.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-152,Enterprise hardware refresh — Shared controls,Govern / Reference,Hardware Refresh Device Build and Provisioning Standard,enterprise-programs/02-hardware-refresh/common/DEVICE_BUILD_AND_PROVISIONING_STANDARD.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-153,Enterprise hardware refresh — Shared controls,Govern / Reference,Exception Log,enterprise-programs/02-hardware-refresh/common/EXCEPTION_LOG.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-154,Enterprise hardware refresh — Shared controls,Govern / Reference,"Hardware Refresh Governance, RACI, and Decision Rights",enterprise-programs/02-hardware-refresh/common/GOVERNANCE_AND_DECISION_RIGHTS.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-155,Enterprise hardware refresh — Shared controls,Govern / Reference,Inventory And Asset Reconciliation,enterprise-programs/02-hardware-refresh/common/INVENTORY_AND_ASSET_RECONCILIATION.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-156,Enterprise hardware refresh — Shared controls,Govern / Reference,Enterprise Hardware Refresh Portfolio Guide,enterprise-programs/02-hardware-refresh/common/PORTFOLIO_GUIDE.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-157,Enterprise hardware refresh — Shared controls,Plan / Control,"Hardware Refresh Procurement, Staging, and Logistics Plan",enterprise-programs/02-hardware-refresh/common/PROCUREMENT_STAGING_AND_LOGISTICS.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-158,Enterprise hardware refresh — Shared controls,Initiate / Discover,Enterprise Hardware Refresh Project Charter,enterprise-programs/02-hardware-refresh/common/PROJECT_CHARTER.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-159,Enterprise hardware refresh — Shared controls,Plan / Control,Raci,enterprise-programs/02-hardware-refresh/common/RACI.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-160,Enterprise hardware refresh — Shared controls,Plan / Control,Raid Register,enterprise-programs/02-hardware-refresh/common/RAID_REGISTER.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-161,Enterprise hardware refresh — Shared controls,Govern / Reference,Sanitization Chain Of Custody,enterprise-programs/02-hardware-refresh/common/SANITIZATION_CHAIN_OF_CUSTODY.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-162,Enterprise hardware refresh — Shared controls,Assure / Validate,"Hardware Refresh Security, Compliance, and Sanitization Plan",enterprise-programs/02-hardware-refresh/common/SECURITY_COMPLIANCE_AND_SANITIZATION.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-163,Enterprise hardware refresh — Shared controls,Govern / Reference,Source Register,enterprise-programs/02-hardware-refresh/common/SOURCE_REGISTER.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-164,Enterprise hardware refresh — Shared controls,Govern / Reference,User Data Validation,enterprise-programs/02-hardware-refresh/common/USER_DATA_VALIDATION.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-165,M&A IT integration — Agile,Govern / Reference,Agile Metrics,enterprise-programs/01-ma-it-integration/agile/AGILE_METRICS.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-166,M&A IT integration — Agile,Govern / Reference,M&A Agile Playbook Artifact Index,enterprise-programs/01-ma-it-integration/agile/ARTIFACT_INDEX.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-167,M&A IT integration — Agile,Govern / Reference,M&A Agile Definition of Ready and Definition of Done,enterprise-programs/01-ma-it-integration/agile/DEFINITION_OF_READY_DONE.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-168,M&A IT integration — Agile,Execute / Deploy,M&A Agile Executive Status — Illustrative Checkpoint,enterprise-programs/01-ma-it-integration/agile/EXECUTIVE_STATUS.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-169,M&A IT integration — Agile,Plan / Design,Outcome Roadmap,enterprise-programs/01-ma-it-integration/agile/OUTCOME_ROADMAP.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-170,M&A IT integration — Agile,Govern / Reference,M&A IT Integration — Agile Delivery Playbook,enterprise-programs/01-ma-it-integration/agile/PLAYBOOK.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-171,M&A IT integration — Agile,Govern / Reference,Product Backlog,enterprise-programs/01-ma-it-integration/agile/PRODUCT_BACKLOG.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-172,M&A IT integration — Agile,Govern / Reference,Sprint Plan,enterprise-programs/01-ma-it-integration/agile/SPRINT_PLAN.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-173,M&A IT integration — Agile,Govern / Reference,M&A Agile Working Agreement and Ceremonies,enterprise-programs/01-ma-it-integration/agile/WORKING_AGREEMENT_AND_CEREMONIES.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-174,M&A IT integration — Predictive / Waterfall,Govern / Reference,M&A Predictive Playbook Artifact Index,enterprise-programs/01-ma-it-integration/predictive/ARTIFACT_INDEX.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-175,M&A IT integration — Predictive / Waterfall,Govern / Reference,Earned Value,enterprise-programs/01-ma-it-integration/predictive/EARNED_VALUE.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-176,M&A IT integration — Predictive / Waterfall,Execute / Deploy,M&A Predictive Executive Status — Illustrative Checkpoint,enterprise-programs/01-ma-it-integration/predictive/EXECUTIVE_STATUS.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-177,M&A IT integration — Predictive / Waterfall,Plan / Control,Integrated Master Schedule,enterprise-programs/01-ma-it-integration/predictive/INTEGRATED_MASTER_SCHEDULE.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-178,M&A IT integration — Predictive / Waterfall,Govern / Reference,M&A IT Integration — Predictive / Waterfall Playbook,enterprise-programs/01-ma-it-integration/predictive/PLAYBOOK.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-179,M&A IT integration — Predictive / Waterfall,Govern / Reference,M&A Predictive PMBOK 8 Alignment Matrix,enterprise-programs/01-ma-it-integration/predictive/PMBOK8_ALIGNMENT.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-180,M&A IT integration — Predictive / Waterfall,Assure / Validate,M&A Predictive Quality Management Plan,enterprise-programs/01-ma-it-integration/predictive/QUALITY_MANAGEMENT_PLAN.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-181,M&A IT integration — Predictive / Waterfall,Govern / Reference,M&A Predictive Stage Gates and Integrated Change Control,enterprise-programs/01-ma-it-integration/predictive/STAGE_GATES_AND_CHANGE_CONTROL.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-182,M&A IT integration — Predictive / Waterfall,Govern / Reference,Wbs,enterprise-programs/01-ma-it-integration/predictive/WBS.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-183,M&A IT integration — Shared controls,Govern / Reference,Application Portfolio,enterprise-programs/01-ma-it-integration/common/APPLICATION_PORTFOLIO.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-184,M&A IT integration — Shared controls,Govern / Reference,M&A Application Rationalization and Data Consolidation Plan,enterprise-programs/01-ma-it-integration/common/APPLICATION_RATIONALIZATION_AND_DATA_PLAN.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-185,M&A IT integration — Shared controls,Govern / Reference,"M&A Assumptions, Evidence, and Experience Map",enterprise-programs/01-ma-it-integration/common/ASSUMPTIONS_AND_EXPERIENCE_MAP.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-186,M&A IT integration — Shared controls,Plan / Control,Budget,enterprise-programs/01-ma-it-integration/common/BUDGET.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-187,M&A IT integration — Shared controls,Execute / Deploy,"M&A Change, Communications, Training, and Support Plan",enterprise-programs/01-ma-it-integration/common/CHANGE_COMMUNICATIONS_AND_TRAINING.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-188,M&A IT integration — Shared controls,Govern / Reference,M&A Collaboration and Workspace Migration Plan,enterprise-programs/01-ma-it-integration/common/COLLABORATION_MIGRATION_PLAN.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-189,M&A IT integration — Shared controls,Govern / Reference,"M&A Integrated Cutover, Rollback, and Hypercare Runbook",enterprise-programs/01-ma-it-integration/common/CUTOVER_ROLLBACK_HYPERCARE.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-190,M&A IT integration — Shared controls,Govern / Reference,Day1 Readiness,enterprise-programs/01-ma-it-integration/common/DAY1_READINESS.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-191,M&A IT integration — Shared controls,Govern / Reference,M&A Day 1 Employee Experience Plan,enterprise-programs/01-ma-it-integration/common/DAY_1_EMPLOYEE_EXPERIENCE_PLAN.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-192,M&A IT integration — Shared controls,Govern / Reference,Dependency Matrix,enterprise-programs/01-ma-it-integration/common/DEPENDENCY_MATRIX.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-193,M&A IT integration — Shared controls,Govern / Reference,"M&A Governance, RACI, and Decision Rights",enterprise-programs/01-ma-it-integration/common/GOVERNANCE_AND_DECISION_RIGHTS.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-194,M&A IT integration — Shared controls,Govern / Reference,M&A Identity and Access Integration Plan,enterprise-programs/01-ma-it-integration/common/IDENTITY_AND_ACCESS_PLAN.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-195,M&A IT integration — Shared controls,Govern / Reference,Migration Validation,enterprise-programs/01-ma-it-integration/common/MIGRATION_VALIDATION.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-196,M&A IT integration — Shared controls,Govern / Reference,M&A Network and Infrastructure Integration Plan,enterprise-programs/01-ma-it-integration/common/NETWORK_INFRASTRUCTURE_PLAN.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-197,M&A IT integration — Shared controls,Govern / Reference,M&A IT Integration Portfolio Guide,enterprise-programs/01-ma-it-integration/common/PORTFOLIO_GUIDE.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-198,M&A IT integration — Shared controls,Initiate / Discover,M&A IT Integration Project Charter,enterprise-programs/01-ma-it-integration/common/PROJECT_CHARTER.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-199,M&A IT integration — Shared controls,Plan / Control,Raci,enterprise-programs/01-ma-it-integration/common/RACI.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-200,M&A IT integration — Shared controls,Plan / Control,Raid Register,enterprise-programs/01-ma-it-integration/common/RAID_REGISTER.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-201,M&A IT integration — Shared controls,Assure / Validate,"M&A Security, Privacy, and Legal-Hold Control Plan",enterprise-programs/01-ma-it-integration/common/SECURITY_PRIVACY_AND_LEGAL_HOLD.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-202,M&A IT integration — Shared controls,Govern / Reference,Source Register,enterprise-programs/01-ma-it-integration/common/SOURCE_REGISTER.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-203,M&A IT integration — Shared controls,Plan / Control,"M&A Vendor, Procurement, Contract, and Budget Plan",enterprise-programs/01-ma-it-integration/common/VENDOR_PROCUREMENT_AND_BUDGET.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-204,Portfolio controls,Close / Learn,Benefits Realization and Project Closeout,governance/BENEFITS_AND_CLOSEOUT.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-205,Portfolio controls,Govern / Reference,Change and Configuration Control,governance/CHANGE_CONFIGURATION_CONTROL.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-206,Portfolio controls,Execute / Deploy,Communications and Meeting Plan,governance/COMMUNICATIONS_AND_MEETING_PLAN.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-207,Portfolio controls,Assure / Validate,Cybersecurity and Data Governance,governance/CYBERSECURITY_DATA_GOVERNANCE.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-208,Portfolio controls,Govern / Reference,Financial Evidence Classification and Number Confidence,governance/FINANCIAL_EVIDENCE_CLASSIFICATION.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-209,Portfolio controls,Govern / Reference,Number Assurance and Evidence Rules,governance/NUMBER_ASSURANCE_AND_EVIDENCE_RULES.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-210,Portfolio controls,Plan / Control,Procurement and Vendor Management,governance/PROCUREMENT_VENDOR_MANAGEMENT.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
